permit_number,s_name,s_address,city,z_code,p_fee,c_number,contractor,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA140048,DIOCESE OF PITTSBURGH,111 BOULEVARD OF THE ALLIES,PITTSBURGH,15222,650,43878,308,O&M PLAN VARIOUS BUILDINGS,0,t,2014-01-01,2014-12-31,2,f,f,2014-12-31,,40.4395296997538,-80.0044366428394
PAA140050,FIRST NATIONAL BANK,100 FEDERAL STREET,PITTSBURGH,15212,650,43879,308,"FLOOR TILE/MASTIC ON 3RD FLOOR,FIREPROOFING 2ND,3RD AND 4TH FLOORS",18950,t,2014-02-04,2014-12-31,2,t,f,2014-12-31,,40.4477993564896,-80.0037669983711
PAA140051,CONSULATE HEALTH CARE OF CHESWICK,3876 SAXONBURG BLVD.,CHESWICK,15024,650,12685,310,FLOOR TILE/MASTIC ON 2ND AND 3RD FLOOR HALLWAYS,5111,t,2014-02-03,2014-12-31,2,t,f,2014-07-04,,40.5969035518939,-79.8716524328226
PAA140058,NRG ENERGY CENTER,111 S COMMONS AVE,PITTSBURGH,15212,650,3447,316,O&M PLAN,0,t,2014-01-01,2014-12-31,2,f,f,2014-12-31,,40.4497652459488,-80.0063155023687
PAA140060,Bettis Atomic Power Laboratory,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,150,,364,Floor Tile/Mastic,0,t,2014-01-29,2014-05-07,2,f,f,2014-05-07,,40.3572354645406,-79.8991410934409
PAA140061,NEVIILE CHEMICAL,2800 NEVILLE ROAD,PITTSBURGH,15225,650,2670,311,O&M PLAN THROUGHOUT FACILITY,0,t,2014-02-07,2014-12-31,2,f,f,2014-12-31,,40.502210017789,-80.1013925134527
PAA140064,UPMC PRESBYTERIAN HOSPITAL,200 LOTHROP ST,PITTSBURGH,15213,650,4134,326,SPRAY ON FIREPROOFING PHASE 3 - RADIOLOGY DEPT.,4800,t,2014-02-03,2014-12-31,2,t,f,2014-12-31,,40.4422470230786,-79.9609286975283
PAA140070,ALLEGHENY GERERAL HOSPITAL,320 EAST NORTH AVE.,PITTSBURGH,15212,360,404754,357,"VAT/MASTIC STAIR TOWER,25 LANDINGS LEVELS 01,1,2 AND 3",480,t,2014-02-24,2014-06-30,2,f,f,2014-06-30,,40.457069446526,-80.0036975361617
PAA140072,EIC FORMER CONNELLY SCHOOL,1535 BEDFORD AVE,PITTSBURGH,15219,650,4239,317,O&M PLAN,0,t,2014-02-24,2014-12-31,2,f,f,2014-12-31,,40.4441679545287,-79.9879886310529
PAA140073,,424 BROAD ST,SEWICKLEY,15143,650,,420,Vat on Main Floor,0,f,2014-02-20,2014-02-28,1,f,f,2014-02-28,,40.5396864365231,-80.1806723377276
PAA140074,DUQUESNE LIGHT,2833 NEW BEAVER AVE,PITTSBURGH,15233,650,041878,372,O&M PLAN FOR ELECTRICAL VAULIS,0,t,2014-02-17,2014-12-31,2,f,f,2014-12-31,,40.4682711197127,-80.0388145367821
PAA140076,BALDWIN MUNICIPAL BUILDING,3344 CHURCHVIEW AVE,PITTSBURGH,15227,150,09772,345,FLOOR TILE/MASTIC IN POLICE LOCKER ROOM,230,t,2014-03-04,2014-03-31,2,f,f,2014-03-31,,40.3834227955233,-79.9569408476708
PAA140077,GREAT SOUTHERN SHOPPING CENTER - UNIT 39,1155 WASHINGTON PIKE,BRIDGEVILLE,15017,650,12780,310,FLOOR TILE THROUGHOUT,4350,f,2014-02-28,2014-04-25,2,f,f,2014-04-25,,40.3695047584533,-80.1068553343925
PAA140079,ST. CLAIR MEMORIAL HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,15243,350,4241,317,FLOOR TILE ON NURSE STATION REAR AND FRONT,400,t,2014-03-07,2014-03-14,2,f,f,2014-03-14,,40.3780677828417,-80.0668107942987
PAA140080,,507 NORTH STATE STREET,CLAIRTON,15025,350,4987,340,VAT/MASTIC ON 1ST FLOOR - FRONT LEFT,750,f,2014-02-20,2014-07-31,2,f,f,2014-07-31,,40.3085820521556,-79.8893440124762
PAA140081,POINT PARK - LAWRENCE HALL,201 WOOD STREET,PITTSBURGH,15222,350,3470,316,VAT/MASTIC IN STAIRWELL,500,t,2014-03-03,2014-12-31,2,f,f,2014-12-31,,40.4384733865621,-80.0019297273382
PAA140082,,443 WOOD STREET,PITTSBURGH,15222,150,4984,340,PIPE INSULATION IN BASEMENT,210,f,2014-03-03,2014-08-31,2,f,f,2014-08-31,,40.4405888985809,-80.0007814675326
PAA140083,CRANE READINESS CENTER,826 CRANE AVE,PITTSBURGH,15216,150,3549,364,"ACOUSTICAL CEILING ON 2ND FLOOR (RM 200) LOBBY/RM 203A AND 206,CORRIDOR 200B,RMS 202A AND 106. PIPE INSULATION/BREECHING IN BOILER ROOM,PIPE INSULATION CORRIDOR 200BB",2365,t,2014-02-19,2014-11-05,2,f,f,2014-11-05,,40.4186108423328,-80.027439171518
PAA140084,KINDER MORGAN LIQUIDS TERMINAL,702 WASHINGTON AVE.,DRAVOSBURG,15034,650,041877,372,PIPE INSULATION AND TANK INSULATION,250,t,2014-02-12,2014-12-31,2,f,f,2014-12-31,,40.3541480413527,-79.880791441415
PAA140085,GREAT SIUTHERN SHOPPING CENTER - UNIT 41,1155 WASHINGTON PIKE,BRIDGEVILLE,15017,650,12781,310,FLOOR TILE/MASTIC ON MAIN FLOOR AND FLOOR TILE IN OFFICE AREA,4920,f,2014-02-28,2014-04-25,2,f,f,2014-04-25,,40.3695047584533,-80.1068553343925
PAA140086,UNIVERSITY OF PITTSBURGH - POSVAR HALL,230 S. BOUQUET STREET,PITTSBURGH,15213,650,3471,316,ROOF FLASHING,6950,t,2014-03-04,2014-12-31,2,t,f,2014-12-31,,40.4412696613065,-79.9544987907977
PAA140089,MOORHEAD TOWER,375 NORTH CRAIG STREET,PITTSBURGH,15213,650,12906,345,O&M PLAN,0,t,2014-03-03,2014-12-31,2,f,f,2014-12-31,,40.4537877059082,-79.9538800553242
PAA140090,CATHOLIC CHARITIES - VICTORY BUILDING,212 9TH ST,PITTSBURGH,15222,350,,316,FLOOR TILE ON 3RD FLOOR HALLWAY AT VARIOUS ROOMS,900,t,2014-03-07,2014-03-31,2,f,f,2014-03-31,,40.4432671768206,-79.9982701347917
PAA140091,POINT PARK UNIVERSITY - ACADEMIC/THAYER HALL,201 WOOD STREET,PITTSBURGH,15222,150,3475,316,VAT/MASTIC ON 1ST FLOOR AND PIPE IN 3RD AND 4TH FLOORS BATHROOMS CHASES,1460,t,2014-03-11,2014-12-31,2,f,f,2014-12-31,,40.4384733865621,-80.0019297273382
PAA140092,POINT PARK UNIVERSITY - LAWRENCE HALL,201 WOOD STREET,PITTSBURGH,15222,300,3474,316,VAT/MASTIC ON 2ND FLOOR,2000,t,2014-03-11,2014-12-31,2,f,f,2014-12-31,,40.4384733865621,-80.0019297273382
PAA140093,,7233 FRANKSTOWN AVE,PITTSBURGH,15208,150,6991,432,FLOOR TILE/MASTIC IN ENTRANCE,200,f,2014-03-07,2014-03-31,2,f,f,2014-03-31,,40.4573493399441,-79.8949100505922
PAA140094,GENERAL BRADDOCK TOWER,620 SIXTH STREET,NORTH BRADDOCK,15104,650,4985,340,VAT/MASTIC AND COVE BASE MASTIC ON 9TH FLOOR,120550,t,2014-03-03,2014-09-30,2,t,f,2014-09-30,,40.4052035659405,-79.8639030732753
PAA140095,,333 CRAIG STREET,PITTSBURGH,15213,150,730,335,VAT/MASTIC IN ROOM 13 AND INSULATION IN FURNACE ROOM,176,f,2014-03-06,2014-03-31,2,f,f,2014-03-31,,40.4527586652508,-79.9528518489155
PAA140096,JEFFERSON REGIONAL MEDICAL CENTER,565 COAL VALLEY ROAD,JEFFERSON HILLS,15025,150,40937,301,"FLOOR TILE/MASTIC ON 4TH FLOOR S.EAST,3RD FLOOR CAFÉ AND 5TH FLOOR SOUTH /SOUTHEAST CAFÉ",1200,t,2014-03-03,2014-10-28,2,t,f,2014-10-28,,40.3179030628942,-79.9336525202663
PAA140097,,5719 NORTH MONTOUR ROAD,GIBSONIA,15044,650,6695,331,TRANSITE EXTERIOR SIDING,1600,f,2014-03-13,2014-03-31,2,f,f,2014-03-31,,40.6577810057103,-79.9876677762722
PAA140098,PINK MANSION,202 BEAVER STREET,SEWICKLEY,15143,350,010491,321,"PIPE WRAP ON 1ST AND 2ND FLOORS,DUCT WRAP IN BASEMENT AND 1ST FLOORS",400,f,2014-03-17,2014-04-30,2,f,f,2014-04-30,,40.5426964026807,-80.1845478392602
PAA140099,UPMC MCKEESPORT - MANSFIELD BUILDING,1500 FIFTH AVE.,MCKEESPORT,15132,150,3560,364,FLOOR TILE/MASTIC ON D-LEVEL CORRIDOR,4300,t,2014-03-07,2014-04-30,2,f,f,2014-04-30,,40.3513577942261,-79.8498321945279
PAA140100,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVE.,PITTSBURGH,15212,650,404773,357,O&M PLAN,0,t,2014-03-01,2014-12-31,2,f,f,2014-12-31,,40.457069446526,-80.0036975361617
PAA140101,JEFFERSON REGIONAL MEDICAL CENTER,565 COAL VALLEY ROAD,JEFFERSON HILLS,15025,150,40951,301,"FLOOR TILE/MASTIC ON 1,2,3,4, AND 5TH FLOORS",9800,t,2014-03-03,2014-10-28,2,f,f,2014-10-28,,40.3179030628942,-79.9336525202663
PAA140102,UNITED STEEL WORKERS BUILDING,60 BOULEVARD OF THE ALLIES,PITTSBURGH,15222,350,43950,308,FIBERGLASS BATTING IN BASEMENT DOCK AREA OFFICE,312,t,2014-03-06,2014-06-30,2,f,f,2014-06-30,,40.4395104514807,-80.0055342329602
PAA140103,,445 WILBUR AVE.,TURTLE CREEK,15145,150,12858,310,"DUCT INSULATION IN KITCHEN AND BASEMENT, ELECTRICAL SHUNTS IN FIRST FLOOR HALLWAY",250,t,2014-03-18,2014-04-18,2,f,f,2014-04-18,,40.4110814603142,-79.831629133779
PAA140104,MEYERS PLUMBING,2137 5TH AVE,PITTSBURGH,15219,150,10536,412,"FLOOR TILE ON 1ST FLOOR ENTRY AND 2ND FLOOR RESTROOM,VACANT ROOM AND WORK BENCH",261,f,2014-02-20,2014-04-20,2,f,f,2014-04-20,,40.4382082390632,-79.974490173963
PAA140105,CMU,624 CLYDE STREET,PITTSBURGH,15213,350,09786,345,"LINOULEUM IN KITCHEN,FLOOR TILE IN 3RD FLOOR BATHROOM AND PIPE INSULATION IN BASEMENT",840,f,2014-03-19,2014-06-30,2,t,f,2014-06-30,,40.4482434204633,-79.9460982242441
PAA140107,CARNEIGIE MELLON UNIVERSITY,5000 FORBES AVE.,PITTSBURGH,15213,650,09784,345,O&M PLAN ALL BUILDING,0,t,2014-01-01,2014-12-31,2,f,f,2014-12-31,,40.4442129846549,-79.94339909741
PAA140108,WESTINGHOUSE ELECTRIC CO. - CHURCHILL Blding 302,1332 BEULAH ROAD,PITTSBURGH,15235,650,404776,357,VCT/MASTIC ON 2ND FLOOR BREAKROOM,1500,t,2014-03-14,2014-03-31,2,f,f,2014-03-31,,40.4397117406239,-79.8477706006205
PAA140109,CRANE READINESS CENTER,826 CRANE AVE,PITTSBURGH,15216,150,3561,364,ACOUSTICAL CEILING IN CORRIDOR 100B,690,t,2014-03-10,2014-11-05,2,t,f,2015-11-05,,40.4186108423328,-80.027439171518
PAA140106,CMU,205 S. CRAIG STREET,PITTSBURGH,15213,650,09785,345,"FLOOR TILE/MASTIC IN BASEMENT BATHROOM,LIVING ROOM,DINING ROOM,WORKSHOP,1ST AND 2ND FLOOR HALLWAY. FLOOE TILE 1ST FLOOR REAR ROOM. FUSE BOX INSULATION 2ND FLOOR HALLWAY AND ROOF FLASHING",1904,f,2014-03-20,2014-12-31,2,t,f,2014-12-31,,40.4461488685831,-79.9486555236303
PAA140110,ST. CLAIR MEMORIAL HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,15243,150,4243,317,FLOOR TILE IN NURSE STATION OFFICE,70,t,2014-03-11,2014-03-13,2,f,f,2014-03-13,,40.3780677828417,-80.0668107942987
PAA140111,,4840 MCKNIGHT ROAD,PITTSBURGH,15237,350,3489,316,VAT/MASTIC IN PERSONAL ENTRANCE AND REAR STAIRWELL,450,f,2014-03-20,2014-12-31,2,f,f,2014-12-31,,40.5279095520207,-80.006131309796
PAA140112,ALLEGHENY CENTER BUILDING #7,7 N COMMONS ST,PITTSBURGH,15212,650,007855,367,ROOF FLASHING,3200,t,2014-03-17,2014-05-17,2,t,f,2014-05-17,,40.4554835647939,-80.006537443135
PAA140113,WAREHOUSE BUILDING,7800 SUSQUEHANNA STREET,PITTSBURGH,15208,650,10582,412,FLOOR TILE/MASTIC ON 1ST THROUGH 5TH FLOORS,44600,t,2014-03-24,2015-03-23,2,t,f,2014-12-31,,40.4493486243,-79.8891618801259
PAA140114,CRANE READINESS CENTER,826 CRANE AVE,PITTSBURGH,15216,150,3562,364,ACOUSTICAL CEILING IN CORRIDORS 100A AND 200A,1020,t,2014-03-12,2014-11-05,2,f,f,2014-11-05,,40.4186108423328,-80.027439171518
PAA140115,,607 WASHINGTON RD,PITTSBURGH,15228,150,2893,320,ROOF/FLASHING,300,f,2014-03-17,2014-06-30,2,f,f,2014-06-30,,40.3829519410574,-80.0436138115568
PAA140116,WORD OF GOD - SCHOOL,7436 MCCLURE AVE.,PITTSBURGH,15218,650,09405,360,FLOOR TILE/MASTIC ON GROUND AND 2ND FLOORS. CEILING PLASTER ON GROUND FLOOR,28600,f,2014-03-17,2015-03-17,2,t,f,2015-03-17,,40.4229267478817,-79.8902349230651
PAA140117,UPMC MONTEFIORE HOSPITAL,3459 FIFTH AVE.,PITTSBURGH,15213,650,404778,357,FLOOR TILE/MASTIC ON 11TH FLOOR ELEVATOR LOBBIES AND CORRIDOR,1750,t,2014-03-24,2015-03-24,2,t,f,2014-04-30,,40.4403592216973,-79.9614238732971
PAA140118,THE HAMPSHIRE HOUSE,227 SOUTH HOME AVE.,PITTSBURGH,15202,650,12887,310,ROOFING,13600,t,2014-03-24,2014-06-30,2,t,f,2014-06-30,,40.4964991714654,-80.0633003811479
PAA140119,BOSSA NOVA,121 7TH AVE.,PITTSBURGH,15222,650,40938,301,"FLOOR TILE,WINDOWS AND PIPE INSULATION ON 1 THROUGH 6TH FLOORS. TRANSITE ON 3RD FLOOR AND BASEMENT",1435,f,2014-03-17,2015-03-04,2,f,f,2015-03-04,,40.4441910302313,-80.0004521237645
PAA140120,BENEDICTINE SISTER CONVENT,4530 PERRYSVILLE AVE,PITTSBURGH,15229,650,43960,308,"FLOOR TILE ON 4TH FLOOR. FLOOR TILE/MASTIC ON 3RD,3ND,1ST FLOORS AND BASEMENT",10700,t,2014-03-28,2014-12-31,2,t,f,2014-12-31,,40.5006193821886,-80.0193034960784
PAA140121,REGIONAL ENTERPRISE TOWER,425 6TH AVE,PITTSBURGH,15219,650,3867,430,"FLOOR TILE/MASTIC,PIPE INSULATION/FITTINGS ON FLOORS 2,3,4,5,6,7,8,9,10,11,12,13,16,17,19,21,22,24,26,29,31,LOBBY,BASEMENT AND SUB BASEMENT",88080,t,2014-03-20,2015-03-03,2,f,f,2015-03-03,,40.4415154144528,-79.9968138021924
PAA140122,PACKAGING CORPORATION OF AMERICA,1 28TH ST,PITTSBURGH,15222,650,1666183,323,ROOFING,16519,t,2014-03-31,2015-03-30,2,t,f,2015-03-30,,,
PAA140123,CARNEGIE MELLON UNIVERSITY - HAMBURGH HALL,5000 FORBES AVE.,PITTSBURGH,15213,650,09798,345,"FLOOR TILE IN ROOMS 2202,2209,2211,2213,2214,2216,2200 AND CORRIDOR",1633,t,2014-04-03,2014-05-31,2,t,f,2014-05-31,,40.4442129846549,-79.94339909741
PAA140124,UPMC PASSAVANT HOSPITAL,9100 BABCOCK BLVD,ALLISON PARK,15101,150,1187,364,"FLOOR MASTIC AND CROSS CONTAMINATED TILE ON FOURTH FLOOR OFFICE,2ND FLOOR WAITING ROOM AND 1ST FLOOR STORAGE ROOM",550,t,2014-03-20,2014-10-14,2,f,f,2014-10-14,,40.5732514847625,-80.014195126206
PAA140125,UPMC MCKEESPORT HOSPITAL - MANSFIELD BUILDING,1500 FIFTH AVE.,MCKEESPORT,15132,150,3581,364,FLOOR TILE/MASTIC  ON D-LEVEL MATERIAL MANAGEMENT CORRIDOR,1230,t,2014-03-25,2014-04-30,2,f,f,2014-04-30,,40.3513577942261,-79.8498321945279
PAA140126,CONNELLY SCHOOL,1435 BEDFORD AVE.,PITTSBURGH,15219,350,4253,317,ROOFING,600,t,2014-04-07,2014-07-31,2,t,f,2014-07-31,,40.444142421389,-79.9887677667154
PAA140127,,1264 NOLON COURT,PITTSBURGH,15208,150,010582,321,FLOOR TILE ON 3RD FLOOR,200,f,2014-04-08,2014-04-30,2,t,f,2014-04-30,,40.4597125015418,-79.8869554704177
PAA140128,BORO OF WILKINSBURG,605 ROSS AVE.,WILKINSBURGH,15221,150,10857,398,FLOOR TILE/MASTIC IN 2 BACK OFFICES,228,t,2014-03-27,2014-03-28,1,f,f,2014-03-28,,40.4433660319831,-79.885853743191
PAA140129,LIBERMAN HALL,600 5TH AVE,PITTSBURGH,15219,650,2913,320,VAT/MASTIC AND FITTINGS THROUGH OUT 4TH FLOORS. TARPAPER/UNDERLAYMENT IN 4TH FLOOR REST ROOM,6180,t,2014-04-08,2014-07-08,2,t,f,2014-07-08,,40.4387522010475,-79.9942953832131
PAA140130,,1400 S BRADDOCK AVE,PITTSBURGH,15218,650,4255,317,FLOOR TILE/MASTIC ON GROUND FLOOR,6360,t,2014-04-08,2014-06-30,2,t,f,2014-06-30,,40.4287095456275,-79.8926579491196
PAA140131,STOWE TOWNSHIP MUNICIPAL BUILDING,1301 ISLAND AVE.,MCKEES ROCK,15136,650,26508,324,FLOOR TILE ON 1ST AND 2ND FLOORS,3000,f,2014-04-09,2014-06-09,2,t,f,2014-06-09,,40.4816282118638,-80.0696278707036
PAA140132,,2703 MIDDLETOWN ROAD,INGRAM,15205,350,43971,308,TRANSITE SIDING,900,f,2014-03-26,2014-04-30,2,t,f,2014-04-30,,40.4456952979439,-80.0602882432758
PAA140133,CARNEGIE MELLON UNIVERSITY - RESIDENTIAL BUILDING,5216 FORBES AVE.,PITTSBURGH,15217,350,09805,345,FLOOR TILE/MASTIC IN BASEMENT APARTMENT,440,t,2014-04-11,2014-05-30,2,t,f,2014-05-30,,40.4422364126824,-79.9375526278448
PAA140134,SAINT MARTIN SCHOOL BUILDING,1030 LOGUE ST,PITTSBURGH,15220,650,09475,360,FLOOR TILE/MASTIC IN GYMNASIUM AND BACK HALLWAY,6100,f,2014-04-28,2015-04-28,2,t,f,2015-04-28,,40.4439999723079,-80.0511773965972
PAA140160,,641-643-645 KIRKPATRICK STREET,PITTSBURGH,15219,650,6751,331,"WINDOW CAULKING,ROOFING AND FLOOR TILE",3330,f,2014-04-28,2014-05-05,2,t,f,2014-05-05,,,
PAA140135,GOOD SHEPHERD SCHOOL BUILDING,1025 BRADDOCK AVE.,BRADDOCK,15104,650,09475,360,FLOOR TILE/MASTIC IN 1ST FLOOR KINDERGARTEN AND TWO OFFICES AND 3RD FLOOR STOREAGE ROOM. FLOOR TILE ON 2ND FLOOR BELL ROOM,1070,f,2014-04-11,2015-04-11,2,t,f,2015-04-11,,40.3990260407867,-79.8621841752723
PAA140136,"PPG INDUSTRIES, INC",400 GUYS RUN ROAD,CHESWICK,15024,350,12955,310,TRANSITE OFFICES ON 2ND FLOORS,368,f,2014-04-01,2014-05-02,2,t,f,2014-05-02,,40.55661298228,-79.8663177401905
PAA140137,WILMERDING TOWERS,314 COMMERCE STREET,WILMERDING,15148,350,2917,320,FLOOR TILE/MASTIC IN APTS 1-A AND 1-J,800,f,2014-04-14,2014-05-21,2,t,f,2014-05-21,,40.3929268069841,-79.8077211724676
PAA140138,UNIVERSITY OF PITTSBURGH - WILLIAM PITT UNION,3959 FORBES AVE,PITTSBURGH,15213,350,2971,341,FLOOR TILE/MASTIC ON 3RD FLOOR AND PIPE INSULATION ON 2ND FLOOR,590,t,2014-04-15,2014-12-31,2,f,f,2014-12-31,,40.4431823767298,-79.9535856548148
PAA140139,W CLEANERS,4885 MCKNIGHT ROAD,PITTSBURGH,15237,350,5312,336,FLOOR TILE ON MAIN FLOOR STORAGE,800,f,2014-04-11,2014-04-20,2,t,f,2014-04-20,,40.5296879676682,-80.0102040096799
PAA140140,TRUMAN TOWER,25 NORTH SECOND STREET,DUQUESNE,15110,650,5069,340,"VAT/MASTIC, TEXTURE PAINT 1ST - 6TH FLOORS AND PIPE INSULATION THROUGH OUT BUILDING",85050,f,2014-04-15,2014-12-31,2,t,f,2014-12-31,,40.3740217584691,-79.8479688155009
PAA140141,"PPG INDUSTRIRS,INC.",4325 ROSANNA DRIVE,ALLISON PARK,15101,350,12956,310,FLOOR TILE/MASTIC IN BASEMENT LOCKER ROOM,795,t,2014-04-14,2014-06-13,2,t,f,2014-06-13,,40.5723690409745,-79.9498567134641
PAA140142,UNITED STEEL WORKERS BUILDING,60 BOULEVARD OF THE ALLIES,PITTSBURGH,15222,300,43991,308,"FIBERGLASS BATT INSULATION IN BASEMENT ROOMS 06,12,15,19,20,25,26,27,28 AND 30",1700,t,2014-04-03,2014-12-31,2,t,f,2014-12-31,,40.4395104514807,-80.0055342329602
PAA140143,UNIVERSITY OF PITTSBURGH - CHEVRON SCIENCE CENTER,219 PARKMAN AVE,PITTSBURGH,15213,650,2976,341,"TRANSITE COUNTER TOPS,FLOOR TILE/MASTIC AND TRANSITE WINDOW SILLS/GLAZING IN 1ST FLOOR CHEMISTRY LAB",5720,t,2014-05-05,2014-12-31,2,f,f,2014-12-31,,40.4459172827447,-79.9576925149936
PAA140144,UPMC PASSAVANT,9100 BABCOCK BLVD,ALLISON PARK,15101,350,3583,364,FLOOR TILE/MASTIC ON 2ND FLOOR ROOM 2103,550,t,2014-04-16,2014-12-30,2,t,f,2014-12-30,,40.5732514847625,-80.014195126206
PAA140145,UNIVERSITY OF PITTSBURGH - CLAPP HALL,4249 5TH AVE,PITTSBURGH,15213,650,2969,341,"FLOOR TILE/MASTIC,PIPE INSULATION,TRANSITE DUCT,WINDOW GLAZE,COUNTER TOPS,FUME HOODS,FIRE DOORS AND ELEVATOR DOORD/BRAKE SHOES",2257,t,2014-04-07,2015-04-07,2,t,f,2015-04-07,,40.4461320569158,-79.9529745868738
PAA140146,,48 POND STREET AND 40 CHESTNUT STREET,NATRONA HEIGHTS,15024,650,8079,427,"ROOFING,FLOOR TILE AND DUCT WRAP",3581,f,2014-02-20,2014-04-23,2,t,f,2014-04-23,,,
PAA140147,ALLEGHENY COUNTY (DPW),542 FORBES AVE,PITTSBURGH,15219,650,2918,320,O&M PLAN,0,t,2014-04-14,2014-12-31,2,t,f,2014-12-31,,40.4377527428062,-79.9958806222119
PAA140148,WILSON ELEMENTARY SCHOOL,100 BRUNO LN,IMPERIAL,15126,650,09475,360,"FLOOR TILE/MASTIC THROUGHOUT BUILDING,BLACK SINK UNDERCOATING IN ROOMS 1,4,7,10 AND LIBRARY OFFICES. WINDOW GLAZING ON INTERIOR AND EXTERIOR WINDOWS.",13046,t,2014-04-17,2015-04-17,2,t,f,2015-04-17,,40.4442609960725,-80.2669340093503
PAA140149,PITTSBURGH EAST SHOPPING CENTER,1701,LINCOLN HIGHWAY,15137,650,09508,360,FLOOR TILE/MASTIC ON MAIN STORE AREA IN BIG LOTS AND WAREHOUSE CLUB.,33650,f,2014-04-21,2015-04-21,2,t,f,2015-04-21,,40.3722533559952,-79.7887589922101
PAA140150,BRENTWOOD STDIUM,3601 BROWNSVILLE RD,PITTSBURGH,15227,650,1064,428,ROOFING ON BOYS AND GIRLS BATHROOMS AND PIPE INSULATION IN BASEMENT.,2029,f,2014-04-08,2014-04-18,2,t,f,2014-04-18,,40.3743597873213,-79.9741094754512
PAA140151,BUSKY MOTEL,4849 ROUTE 8,ALLISON PARK,15101,150,09509,360,"SHEET VINYL ON LANDING TO BASEMENT,JOINT SEAM TAPE ON BASEMENT DUCT AND WINDOW CAULKING THROUGHOUT",185,f,2014-04-24,2015-04-24,2,t,f,2015-04-24,,40.5993413942179,-79.9479812040604
PAA140152,WEXFORD HOUSE,9850 OLD PERRY HIGHWAY,WEXFORD,15090,150,3512,316,FLOOR TILE/MASTIC ON 3RD FLOOR CORRIDOR,2400,t,2014-04-08,2014-11-21,2,f,f,2014-11-21,,40.5882805726797,-80.043731321735
PAA140153,CHEVRON SCIENCE CENTER,219 PARKMAN AVE.,PITTSBURGH,15213,650,3511,316,"VAT/MASTIC,FUME HOOD,COUNTER TOPS AND WINDOW SILL ON 13TH FLOOR",2635,t,2014-04-18,2015-04-18,2,t,f,2015-04-18,,40.4459172827447,-79.9576925149936
PAA140154,MILESTONE CENTER,712 SOUTH AVE,PITTSBURGH,15221,650,12975,310,"ROOFS 1-S,1-N,3 AND FLASHING 1-S,1-N,2,2-H",3415,t,2014-04-18,2014-06-30,2,t,f,2014-06-30,,40.4415953325276,-79.8851817064286
PAA140155,,203 5TH AVE,TARENTUM,15084,350,2739,311,"LINOLEUM ON 2ND FLOOR KITCHEN,DOOR CAULKING 1ST FLOOR ENTRANCE AND HVAC DUCT TAPE BASEMENT TO 2ND FLOOR",323,f,2014-04-21,2014-04-28,2,t,f,2014-04-28,,40.6016277820383,-79.7546911767911
PAA140156,OLIVER BUILDING,535 SMITHFIELD STREET,PITTSBURGH,15222,150,09810,345,PIPE INSULATION ON 26TH FLOOR MECHANICAL SPACE,510,t,2014-04-09,2014-06-30,2,t,f,2014-06-30,,40.441402452878,-79.9980334031628
PAA140157,ALLDERDICE HIGH SCHOOL,2409 SHADY AVE.,PITTSBURGH,15217,650,106787,303,"FLOOR TILE/MASTIC,BLACK LAB TOPS,PIPE INSULATION/FITTINGS IN ROOMS 471 ,474 AND 478",2487,t,2014-04-18,2014-08-31,2,f,f,2014-08-31,,40.4294238165713,-79.9193733127011
PAA140158,,6529-6533 ROWAN ST,PITTSBURGH,15206,150,6753,331,FLOOR TILE IN 6529 LIVING ROOM,240,f,2014-02-28,2014-05-05,2,t,f,2015-05-05,,40.4660436708043,-79.9057260996653
PAA140159,,515 LARIMER AVE.,PITTSBURGH,15206,650,6752,331,"FLOOR TILE ON 1ST FLOOR FRONT ROOM,PLASTER THROUGHOUT AND ROOFING",7300,f,2014-04-28,2014-05-31,2,t,f,2014-05-31,,40.4654722655294,-79.9139962093097
PAA140161,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVE.,PITTSBURGH,15212,350,404807,357,"VAT/MASTIC IN STAIRWELL 24 - SOUTH TOWER LEVELS 01,1,2,3",480,t,2014-04-28,2014-06-30,2,t,f,2014-06-30,,40.457069446526,-80.0036975361617
PAA140162,,1600 BROADWAY AVE.,PITTSBURGH,15216,350,12979,310,ROOF FLASHING,650,f,2014-04-24,2014-05-23,2,t,f,2014-05-23,,40.410548172001,-80.0246866221548
PAA140163,UPMC MCKEESPORT HOSPITAL - MANSFIELD BUILDING,1500 FIFTH AVE.,MCKEESPORT,15132,150,3596,364,"FLOOR TILE/MASTIC ON D-LEVEL MEN AND WOMEN'S RESTROOMS,D-LEVEL        X-RAY ROOM A-23 AND A-LEVEL WOMEN'S CENTER",3010,t,2014-04-15,2014-05-30,2,f,f,2014-05-30,,40.3513577942261,-79.8498321945279
PAA140164,UPMC PASSAVANT HOSPITAL,9100 BABCOCK BLVD,ALLISON PARK,15101,150,3595,364,FLOOR MASTIC AND CROSS CONTAMINATED CARPET,180,t,2014-04-15,2014-10-15,2,t,f,2014-10-15,,40.5732514847625,-80.014195126206
